Branch,Visit Id,Visit Date Time,Visit Score,Recommend Score,Area,Comments,Visit Summary,Answer,Visit Type,Visit Source,Feedback Category
FC Cardiff,19791512,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,Yes
FC Cardiff,19791512,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,Yes
FC Cardiff,19791512,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Speed of service,Guest Survey,Other,Yes
FC Cardiff,19791512,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Cardiff,19791512,2026-01-31 16:00:00,100.0,10.0,Steve Beck,Amazing experience. We love Jemima ❤️,,10,Guest Survey,Other,Yes
FC Cardiff,19791512,2026-01-31 16:00:00,100.0,10.0,Steve Beck,Jemima,,"",Guest Survey,Other,Yes
FC Cardiff,19791512,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"We loved Jemima❤️ she was the best server so attentive and positive and brought good vibes. She is an asset to flight club in Cardiff. Such a gorgeous, lovely girl ❤️❤️",,Yes,Guest Survey,Other,Yes
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,Bar,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,Speed of service,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,Wanted to try something new,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,From when we walked in Will made us feel like home he was nice honest and great at talking can’t say enough about how well he treated us our friend from Ireland came over and he said that he’s coming back and mainly back there,,Yes,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,Honestly great experience for me and my friends and honestly that will guy made our night even better can’t say enough about him,,10,Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,Paddy loves will,,"",Guest Survey,Other,No
FC Cardiff,19791535,2026-01-03 16:00:00,97.6,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,Will was a server and just so polite and friendy and warm,,10,Guest Survey,Other,No
FC Cardiff,19791627,2026-01-31 14:00:00,96.8,10.0,Steve Beck,Will was just super friendly,,Yes,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Quality of food and drink,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"Great fun, brill servicd",,10,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,Really kind,,Yes,Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19791636,2026-01-31 14:00:00,100.0,10.0,Steve Beck,Will is the best,,"",Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Brunch,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Value for money,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,No,,"",Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,"Will was so fun, made the experience so special",,10,Guest Survey,Other,No
FC Cardiff,19791638,2026-01-31 16:00:00,100.0,10.0,Steve Beck,Will was stunning,,Yes,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Brunch,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Speed of service,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,"",,"Yes, but I'd like to know more",Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,It was great,,10,Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19791642,2026-01-31 14:00:00,100.0,10.0,Steve Beck,Will was attentive and a fabulous host,,Yes,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,Birthday,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,Speed of service,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,Will was fantastic and helpful,,Yes,Guest Survey,Other,No
FC Cardiff,19791646,2026-01-31 15:30:00,90.3,8.0,Steve Beck,Will was really helpful and made my experience at flight club worthwhile.,,8,Guest Survey,Other,No
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,2,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,4,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,Brunch,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,Ease of entering players,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,Moderately important,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,Team attentiveness,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,He was a fantastic host. So attentive and kind,,Yes,Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,We love will,,"",Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,Will,,"",Guest Survey,Other,Yes
FC Cardiff,19791655,2026-01-31 14:30:00,91.3,10.0,Steve Beck,Will was fab,,10,Guest Survey,Other,Yes
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,"Chatty, vibez, told us about his USTrip",,Yes,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,Fun!! Serve your own booze was generous and good,,9,Guest Survey,Other,No
FC Cardiff,19791670,2026-01-31 14:30:00,92.7,9.0,Steve Beck,Will was a ledge,,"",Guest Survey,Other,No
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,"",,Not important,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,Friendly,,Yes,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,We had an amazing time as a group of friends,,10,Guest Survey,Other,Yes
FC Cardiff,19791695,2026-01-30 15:00:00,100.0,10.0,Steve Beck,Will,,"",Guest Survey,Other,Yes
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,Bar,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,Moderately important,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,It was absolutely incredible 5/5,,10,Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,Jodie,,"",Guest Survey,,No
FC Cardiff,19791865,2026-01-20 14:00:00,100.0,10.0,Steve Beck,They were absolutely amazing and had such a bubbly personality !!!,,Yes,Guest Survey,,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,Wanted to try something new,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,great service,,Yes,Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,"Will was fabulous, thank you!",,"",Guest Survey,Other,No
FC Cardiff,19791978,2026-01-14 17:30:00,100.0,10.0,Steve Beck,X,,10,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,Wanted to try something new,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,So much fun and made our night,,Yes,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,Was such a fun time,,10,Guest Survey,Other,No
FC Cardiff,19792003,2026-01-16 18:30:00,100.0,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19792088,2026-01-31 13:32:00,80.0,,Steve Beck,"Excellent place. I was very well attended to by a very friendly young lady. Tasty food and very cold beer (just how we Brazilians like it). The place has 3 floors and each place has a different atmosphere. It's worth playing darts there, it's a lot of fun and we spent a good part of our morning there.","","",Social Review,Google,
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,Other special occasion,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,give will a rise,,"",Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,Great time,,10,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,went out of his way to make sure everything was perfect,,Yes,Guest Survey,Other,No
FC Cardiff,19793198,2026-01-30 17:30:00,100.0,10.0,Steve Beck,Will,,"",Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,Adam,,"",Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,Adam was excellent and looked after us,,10,Guest Survey,Other,No
FC Cardiff,19793382,2026-01-31 17:00:00,100.0,10.0,Steve Beck,"Excellent member of the team, looked after us. Very friendly.",,Yes,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,Atmosphere,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,Bar,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,Adam,,"",Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,Great,,10,Guest Survey,Other,No
FC Cardiff,19793390,2026-01-31 17:00:00,97.2,10.0,Steve Beck,Really amazing. Made us feel very welcome and was really polite,,Yes,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"A great night, great service, would definitely recommend and will be back!",,"",Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,Adam,,"",Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"Our waiter, Adam, was absolutely wonderful! He was genuinely friendly, attentive without hovering, and made us feel really welcome from the moment we sat down. Nothing was too much trouble - such a nice guy, 5* from us!",,10,Guest Survey,Other,No
FC Cardiff,19793395,2026-01-31 17:30:00,97.2,10.0,Steve Beck,"Our waiter, Adam, was absolutely wonderful! He was genuinely friendly, attentive without hovering, and made us feel really welcome from the moment we sat down. Nothing was too much trouble - such a nice guy, 5* from us!",,Yes,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,"",,Bar,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,"",,Team attentiveness,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,It was excellent,,10,Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,Jodie,,"",Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,No ty,,"",Guest Survey,Other,No
FC Cardiff,19793542,2026-01-30 19:30:00,100.0,10.0,Steve Beck,They were extremely helpful and kind,,Yes,Guest Survey,Other,No
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"",,Brunch,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"",,Ease of booking,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"",,Moderately important,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,"Amazing service, great food",,10,Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,Jodie,,"",Guest Survey,Other,Yes
FC Cardiff,19793544,2026-01-31 14:30:00,100.0,10.0,Steve Beck,so lovely at the bar,,Yes,Guest Survey,Other,Yes
FC Cardiff,19793581,2026-01-31 17:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
